class_id,red,orange,yellow,green,blue,purple,pink,white,black,gray,brown,object_count
/m/0djtd,0,0,0,0,0,0,0,0,0,0,0,8
/m/02vqfm,0,0,0,0,0,0,0,0,1,0,0,539
/m/02p5f1q,0,0,0,0,0,0,0,0,0,0,0,86
/m/078n6m,0,0,0,0,0,0,0,0,0,0,0,115
/m/07xyvk,0,0,0,0,0,0,0,0,0,0,0,0
/m/0242l,0,0,0,0,0,0,0,0,0,0,0,25
/m/0ftb8,0,0,0,0,0,0,0,0,0,0,0,0
/m/01m2v,0,0,0,0,0,0,0,0,0,0,0,13
/m/02522,0,0,0,0,0,0,0,0,0,0,0,72
/m/020lf,0,0,0,0,0,0,0,1,0,0,0,52
/m/021mn,0,0,0,0,0,0,0,0,0,0,0,40
/m/07mcwg,0,0,0,0,0,0,0,0,0,0,0,0
/m/0h8lkj8,0,0,0,0,0,0,0,0,0,0,0,0
/m/053wn,0,0,0,0,0,0,0,0,0,0,0,58
/m/014trl,0,0,0,0,0,0,0,0,0,0,0,7
/m/02crq1,1,0,0,1,0,0,0,0,0,0,2,845
/m/0b3fp9,0,0,0,0,0,0,0,0,0,0,0,205
/m/025rp__,0,0,0,0,0,0,0,0,0,0,0,17
/m/0n28_,0,0,0,0,0,0,0,0,0,0,0,6
/m/08p92x,0,0,0,0,0,0,0,1,0,0,0,61
/m/09f_2,0,0,0,0,0,0,0,0,0,0,0,1
/m/015wgc,0,0,0,0,0,0,0,0,0,0,0,10
/m/04s8yn,0,0,0,0,0,0,0,0,0,0,0,6
/m/0nl46,0,0,0,0,0,0,1,0,0,0,0,18
/m/05441v,0,0,0,0,0,0,0,0,0,0,0,2
/m/015x4r,0,0,0,0,0,0,0,0,0,0,0,31
/m/03rszm,0,0,0,0,0,0,0,3,0,0,0,769
/m/02pdsw,0,0,0,0,2,0,0,0,0,0,2,144
/m/02gzp,0,0,0,0,0,0,0,0,0,0,0,0
/m/09kx5,0,0,0,0,0,0,0,0,0,0,0,16
/m/01y9k5,0,0,0,0,0,0,0,0,0,0,0,900
/m/0270h,0,0,0,0,0,0,0,0,0,0,0,364
/m/0f571,0,0,0,0,0,0,0,0,0,0,0,23
/m/029b3,0,0,0,0,0,0,0,0,0,0,0,2
/m/029tx,0,0,0,0,0,0,0,0,0,0,0,14
/m/0ky7b,0,0,0,0,0,0,0,0,0,0,0,67
/m/0bt9lr,0,0,0,0,0,0,0,7,18,0,7,6850
/m/0h8n6f9,0,0,0,0,0,0,0,0,0,0,0,12
/m/0167gd,0,0,0,0,0,0,0,0,0,0,0,175
/m/02hj4,0,0,0,0,0,0,0,0,0,0,0,6
/m/02dgv,3,0,2,1,2,0,0,3,0,0,0,1744
/m/03c7gz,0,0,0,0,0,0,0,0,0,0,0,23
/m/0jy4k,0,0,0,1,0,0,0,0,0,0,0,378
/m/0ft9s,0,0,0,0,0,0,0,0,0,0,0,0
/m/0fqfqc,0,0,0,0,0,0,0,0,0,0,0,170
/m/01d40f,1,0,0,0,4,1,7,16,2,0,0,520
/m/01d380,0,0,0,0,0,0,0,0,0,0,0,3
/m/0271t,5,4,0,0,2,0,0,0,0,0,0,786
/m/03v5tg,0,0,0,0,0,0,0,0,0,0,0,0
/m/026t6,0,0,0,0,0,0,0,0,0,0,0,15
/m/09ddx,0,0,0,0,0,0,0,3,0,0,2,186
/m/04h8sr,0,0,0,0,0,0,0,0,0,0,0,1
/m/09csl,0,0,0,0,0,0,0,0,0,0,0,23
/m/01r546,0,0,0,0,0,0,0,0,0,0,0,134
/m/02g387,0,0,0,0,0,0,0,0,0,0,2,241
/m/02dmz4,0,0,0,0,0,0,0,0,0,0,0,6
/m/0cdk2,0,0,0,0,0,0,0,0,0,0,0,6
/m/0bwd_0j,0,0,0,1,1,0,0,2,0,2,0,3835
/m/02qv1,0,0,0,0,0,0,0,0,0,0,0,0
/m/0frqm,2,0,0,0,0,0,0,0,0,0,0,5
/m/02fh7f,0,0,0,0,0,0,0,0,0,0,0,3
/m/02fq_6,0,0,0,0,0,0,0,0,0,0,0,4
/m/01205h,0,0,0,0,0,0,0,0,0,0,0,0
/m/047j0r,0,0,0,0,0,0,0,0,0,0,0,2
/m/02_41,9,0,4,0,0,0,0,0,2,0,0,1199
/m/01nl4x,0,0,0,0,0,0,0,0,0,0,0,16
/m/01pns0,7,0,4,0,0,0,0,0,2,0,0,808
/m/03tw93,0,0,0,0,0,0,0,0,0,0,0,286
/m/0ch_cf,0,0,0,0,0,0,0,0,0,0,0,150
/m/03120,7,5,3,2,2,0,0,2,2,0,0,897
/m/0163q8,0,0,0,0,0,0,0,0,0,0,0,9
/m/01kb5b,0,0,0,0,0,0,0,0,0,0,0,8
/m/0fkw3,0,0,0,0,0,0,0,0,0,0,0,18
/m/0c9ph5,21,6,28,0,8,27,13,19,0,0,1,2632
/m/0fm3zh,0,0,0,0,0,0,0,0,0,0,0,3
/m/0l14j_,0,0,0,0,0,0,0,0,0,0,0,3
/m/02wmf,0,0,0,0,0,0,0,0,0,0,0,0
/m/01226z,0,0,0,0,0,0,0,0,0,0,0,50
/m/07qxg_,0,0,0,0,0,0,0,0,0,0,0,0
/m/09j5n,0,0,0,0,0,0,0,0,0,0,0,75
/m/0dt3t,0,0,0,0,0,0,0,0,0,0,0,539
/m/0306r,0,0,0,0,0,0,0,0,0,0,0,10
/m/02y6n,0,0,0,0,0,0,0,0,0,0,0,55
/m/09ld4,0,0,0,0,0,0,0,0,0,0,0,13
/m/02xwb,39,17,51,35,1,8,0,1,0,0,3,3152
/m/04v6l4,0,0,0,0,0,0,0,0,0,0,0,16
/m/0c_jw,2,0,0,0,0,0,0,4,0,0,0,312
/m/0dbrl,0,0,0,0,0,0,0,0,0,0,0,16
/m/02wv84t,0,0,0,0,0,0,0,0,0,0,0,43
/m/03bk1,0,0,0,0,0,0,0,0,0,0,0,4028
/m/0174n1,4,0,0,0,0,0,0,2,5,0,0,405
/m/03fwl,0,0,0,0,0,0,0,0,0,0,2,128
/m/03fj2,0,0,0,0,0,0,0,0,0,0,0,0
/m/044r5d,0,0,0,0,0,0,0,0,0,0,0,1
/m/0323sq,0,0,0,0,0,0,0,0,0,0,0,3
/m/02068x,0,0,0,0,0,0,0,0,0,0,0,2
/m/0dbvp,0,0,0,0,0,0,0,0,0,0,0,53
/m/0388q,2,0,0,4,0,0,0,0,0,0,0,64
/m/0hqkz,0,0,0,0,0,0,0,0,0,0,0,7
/m/03_0x5,0,0,0,0,0,0,0,0,0,0,0,0
/m/02g30s,0,0,0,0,0,0,0,0,0,0,0,4
/m/0342h,0,0,0,0,0,0,0,0,0,0,0,50
/m/03wvsk,0,0,0,0,0,0,0,0,0,0,0,23
/m/0cdn1,0,0,0,0,0,0,0,0,0,0,0,50
/m/03qrc,0,0,0,0,0,0,0,0,0,0,0,5
/m/0c3m8g,0,0,0,0,0,0,0,0,0,0,0,3
/m/080hkjn,0,0,0,0,0,0,0,0,0,0,0,30
/m/0gxl3,0,0,0,0,0,0,0,0,0,0,0,0
/m/02dl1y,52,6,2,7,5,4,7,28,10,1,0,2584
/m/01b7fy,0,0,0,0,0,0,0,0,0,0,0,43
/m/0cl4p,0,0,0,0,0,0,0,0,0,0,0,0
/m/09ct_,0,0,0,0,0,0,0,0,0,0,0,63
/m/0zvk5,7,1,6,3,9,2,1,11,6,2,0,1250
/m/03gq1,0,0,0,0,0,0,0,0,0,0,0,19
/m/06k2mb,0,0,0,0,0,0,0,0,0,0,0,19
/m/09f20,0,0,0,0,0,0,0,0,0,0,0,1
/m/03qmh,0,0,0,0,0,0,0,0,0,0,0,22
/m/0fz0h,0,0,0,0,0,0,0,0,0,0,0,0
/m/03k3r,1,0,0,0,1,0,0,27,8,2,16,4121
/m/01b9xk,0,0,0,0,0,0,0,0,0,0,0,755
/m/03jm5,0,0,2,0,1,0,0,15,0,0,3,1293
/m/03fp41,0,0,0,0,0,0,0,0,0,0,0,5
/m/015h_t,0,0,0,0,0,0,0,0,0,0,0,0
/m/0h8l4fh,0,0,0,0,0,0,0,0,0,0,0,56
/m/014sv8,0,0,0,0,0,0,0,0,0,0,0,0
/m/03q69,0,0,0,0,0,0,0,0,0,0,0,2
/m/0cxn2,0,0,0,0,0,0,0,0,0,0,0,78
/m/061hd_,0,0,0,0,0,0,0,0,0,0,0,0
/m/03yhk,0,0,0,0,0,0,0,0,0,0,0,9
/m/0mcx2,0,0,0,0,0,0,0,0,0,0,0,27
/m/03xgl,0,0,0,0,0,0,0,0,0,0,0,9
/m/032b3c,32,8,12,12,16,5,4,12,7,5,5,1063
/m/065h6l,0,0,0,0,0,0,0,0,0,0,0,2
/m/01b5dy,0,0,0,0,0,0,0,0,0,0,0,0
/m/0449p,0,0,0,0,0,0,0,0,0,0,0,0
/m/0fly7,0,0,0,0,30,0,0,0,0,0,0,196
/m/0d8zb,0,0,0,0,0,0,0,0,0,0,0,0
/m/08hvt4,1,0,0,0,0,0,0,4,0,0,0,43
/m/01z1kdw,0,35,0,0,0,0,0,0,0,0,0,74
/m/04c0y,0,0,0,0,0,0,0,0,0,0,0,2
/m/0ht80,0,0,0,0,0,0,0,0,0,0,0,113
/m/03s_tn,1,0,0,0,0,0,0,0,0,0,0,66
/m/058qzx,0,0,0,0,0,0,0,0,0,0,0,2
/m/02zt3,11,0,6,7,3,4,4,8,3,0,0,1780
/m/04f85,0,0,0,0,0,0,0,0,0,0,0,12
/m/04ctx,0,0,0,0,0,0,0,0,0,0,0,528
/m/04cp_,0,0,0,0,0,0,0,0,0,0,0,3
/m/012w5l,0,0,0,0,0,0,0,0,0,0,0,102
/m/027rl48,0,0,0,0,0,0,0,0,0,0,0,10
/m/0gj37,0,0,0,0,0,0,0,0,0,0,0,2
/m/0l154,0,0,0,0,0,0,0,0,0,0,0,0
/m/0dtln,0,0,2,0,0,0,0,2,0,0,0,740
/m/01jfsr,0,0,0,0,0,0,0,0,0,0,0,21
/m/01c648,0,0,0,0,0,0,0,6,0,0,0,1700
/m/04gth,0,0,0,0,0,0,0,0,0,0,0,2
/m/09t49,3,0,1,39,0,0,0,0,0,0,2,657
/m/09k_b,0,0,0,0,0,0,0,0,0,0,0,61
/m/0c29q,0,0,0,0,0,0,0,0,0,0,0,2
/m/03jbxj,0,0,0,0,0,0,0,0,0,0,0,32
/m/04h7h,0,0,0,0,0,0,0,0,0,0,0,47
/m/0jqgx,0,0,0,0,0,0,0,0,0,0,0,8
/m/01mt0b,0,0,0,0,0,0,0,0,0,0,0,55
/m/01lcw4,0,0,0,0,0,0,0,0,0,0,0,2
/m/096mb,0,0,0,0,0,0,0,1,0,0,0,37
/m/06pj2k,0,0,0,0,0,0,0,0,0,0,0,31
/m/06c7f7,0,0,0,0,0,0,0,0,0,0,0,17
/m/04m9y,0,0,0,0,0,0,0,0,0,0,0,3
/m/0cjq5,0,0,0,0,0,0,0,0,0,0,0,4
/m/02xcpb,0,0,0,0,0,0,0,0,0,0,0,6
/m/0703r8,0,0,0,0,0,0,0,0,1,0,0,6
/m/04g2r,0,0,0,0,0,0,0,0,0,0,0,0
/m/0fldg,0,0,0,0,0,0,0,0,0,0,0,5
/m/0lgk9,0,0,0,0,0,0,0,1,0,0,0,18
/m/0grq0,0,0,0,0,0,0,0,0,0,0,0,1
/m/07v9_z,0,0,0,0,0,0,0,0,0,0,0,9
/m/0hg7b,0,0,0,0,0,0,0,0,2,0,0,45
/m/0fx9l,0,0,0,0,0,0,0,0,0,0,0,21
/m/04zpv,0,0,0,0,0,0,0,0,0,0,0,110
/m/01cmb2,0,0,0,0,0,0,0,0,0,0,0,4
/m/063rgb,1,0,0,0,0,0,0,0,0,0,0,26
/m/03hj559,0,0,0,0,0,0,0,0,0,0,0,0
/m/050k8,0,0,0,0,0,0,0,0,0,0,0,25
/m/0dkxm,0,0,0,0,0,0,0,0,0,0,0,15
/m/08pbxl,0,0,0,0,0,0,1,0,0,0,0,51
/m/04_sv,16,0,1,0,6,0,0,1,4,0,0,1783
/m/04rmv,4,0,0,0,0,0,0,2,0,0,0,543
/m/01tcjp,0,0,0,0,0,0,0,0,0,0,0,34
/m/02jvh9,0,0,0,0,0,0,0,8,1,0,0,258
/m/0dbzx,0,0,0,0,0,0,0,0,0,0,0,5
/m/052sf,0,0,0,0,0,0,0,0,0,0,0,85
/m/057cc,0,0,0,0,0,0,0,0,0,0,0,2
/m/07_0xk,0,0,0,0,0,0,0,0,0,0,0,46
/m/05bm6,0,0,0,0,0,0,2,0,0,0,0,101
/m/01bhhn,0,0,0,0,0,0,0,0,0,0,0,0
/m/01llwg,2,0,0,0,0,0,0,0,0,0,0,123
/m/02z51p,0,0,0,0,0,0,0,0,0,0,0,36
/m/01lbxg,0,0,0,0,0,0,0,0,0,0,0,58
/m/05mln,0,0,0,0,0,0,0,0,14,0,0,60
/m/0dj75,5,0,0,4,0,0,0,0,0,0,0,131
/m/0cyhj_,0,0,0,0,1,0,0,1,0,0,0,1262
/m/05n4y,0,0,0,0,0,0,0,0,0,0,0,20
/m/0cn6p,0,0,0,0,0,0,0,0,0,0,0,0
/m/029bxz,1,0,0,0,0,0,0,2,0,0,0,608
/m/09d5_,0,0,0,0,0,0,0,0,0,0,0,37
/m/0_cp5,0,0,0,0,0,0,0,0,0,0,0,0
/m/014y4n,0,0,0,0,0,0,0,0,0,0,0,43
/m/0cdl1,0,0,0,0,0,0,0,0,0,0,0,129
/m/01dwwc,0,0,0,0,0,0,0,0,0,0,0,55
/m/03bj1,0,0,0,0,0,0,0,0,0,0,0,24
/m/080n7g,0,0,0,0,0,0,0,0,0,0,0,0
/m/02w3r3,0,0,0,0,0,0,0,0,0,0,0,48
/m/0cyfs,0,0,0,0,0,0,0,0,0,0,0,22
/m/015qbp,0,0,0,0,0,0,0,0,0,0,0,211
/m/0gv1x,0,0,0,0,0,0,0,0,0,0,0,38
/m/05sv1,0,0,0,0,0,0,0,0,0,0,0,3
/m/05z55,0,0,0,0,0,0,0,0,0,0,0,136
/m/0hnyx,0,0,0,0,0,0,0,0,0,0,0,167
/m/0g5s7,0,0,0,1,0,0,0,0,0,0,0,11
/m/0dj6p,0,0,0,0,0,0,0,0,0,0,0,9
/m/01qfcj,0,0,0,0,0,0,0,0,0,0,0,14
/m/061_f,0,0,0,0,0,0,0,0,0,0,0,16
/m/0ckwm9,0,0,0,0,0,0,0,0,0,0,0,44
/m/0j4rl,0,0,0,0,0,0,0,0,0,0,2,11
/m/0k1tl,0,0,0,0,0,0,0,0,2,0,0,150
/m/05676x,0,0,0,0,0,0,0,0,0,0,0,0
/m/076bq,0,0,0,0,0,0,0,0,0,0,0,0
/m/02ddwp,0,0,0,0,0,0,0,0,0,0,0,0
/m/05z6w,0,0,0,0,0,0,0,0,0,0,0,27
/m/0c3flmk,6,0,1,6,0,0,0,0,0,0,0,93
/m/054xkw,0,0,0,0,0,0,0,0,0,0,0,0
/m/05r5c,0,0,0,0,0,0,0,0,0,0,0,32
/m/07kng9,0,0,0,0,0,0,0,0,0,0,0,2
/m/06z37_,1,0,0,0,0,0,0,0,0,0,0,37
/m/068zj,0,0,0,0,0,0,0,0,0,0,0,14
/m/034c16,5,0,1,6,5,3,3,11,4,2,2,796
/m/0fp6w,0,0,0,0,0,0,0,0,0,0,0,44
/m/0663v,0,0,0,0,0,0,0,2,0,0,0,4106
/m/08ks85,0,0,0,0,0,0,0,0,0,0,0,19
/m/05s2s,0,0,0,20,0,0,0,3,0,0,1,938
/m/05gqfk,2,0,0,0,0,0,0,0,0,0,0,23
/m/050gv4,5,2,3,2,18,0,0,62,5,0,0,5077
/m/099ssp,0,0,0,0,0,0,0,0,0,0,0,58
/m/0633h,0,0,0,0,0,0,0,0,0,0,0,104
/m/0jwn_,0,0,0,0,0,0,0,0,0,0,0,2
/m/01hrv5,0,0,0,0,0,0,0,0,0,0,0,6
/m/04m6gz,0,0,0,0,0,0,0,0,0,0,0,17
/m/0c568,0,0,0,0,0,0,0,0,0,0,0,0
/m/01n5jq,4,2,0,0,0,0,0,1,0,0,0,129
/m/05vtc,0,0,0,0,0,0,0,2,0,0,0,127
/m/01f91_,0,0,0,0,0,0,0,0,0,0,0,4
/m/01m4t,0,0,0,0,0,0,0,0,0,0,0,40
/m/05zsy,0,0,0,0,0,0,0,0,0,0,0,19
/m/0420v5,0,0,0,0,0,0,0,0,0,0,0,0
/m/06mf6,0,0,0,0,0,0,0,0,0,0,0,15
/m/0dq75,0,0,0,0,0,0,0,0,0,0,0,0
/m/015x5n,0,0,0,0,0,0,0,0,0,0,0,8
/m/01pd2g,0,0,0,0,0,0,0,0,0,0,0,9
/m/06lk1,0,0,0,0,0,0,0,0,0,0,0,3
/m/06j2d,0,0,0,0,0,0,0,0,0,0,0,1
/m/040b_t,0,0,0,0,0,0,0,0,0,0,0,683
/m/0qjjc,0,0,0,0,0,0,0,0,0,0,0,88
/m/03d443,0,0,0,0,0,0,0,0,0,0,0,2
/m/09759,2,0,0,0,0,0,0,6,0,0,1,90
/m/06c54,0,0,0,0,0,0,0,0,0,0,0,0
/m/04zwwv,0,0,0,0,0,0,0,0,0,0,0,0
/m/01cbzq,0,0,0,0,0,0,0,2,0,4,0,358
/m/09rvcxw,0,0,0,0,0,0,0,0,0,0,0,9
/m/06m11,3,0,3,0,0,0,0,1,0,0,0,139
/m/02v3z_,0,0,0,0,0,0,0,0,0,0,0,3
/m/0bxr4,0,0,0,0,0,0,0,0,0,0,0,2
/m/0wdt60w,0,0,0,0,0,0,0,0,0,0,0,0
/m/0hdln,0,0,0,0,0,0,0,0,0,0,0,4
/m/0grw1,0,0,0,0,0,0,0,0,0,0,0,265
/m/06vrz,0,0,0,0,0,0,0,0,0,0,0,36
/m/099fz,0,0,0,0,0,0,0,4,0,0,0,372
/m/03nfch,0,0,0,0,0,0,0,1,0,0,0,51
/m/0l515,0,0,0,0,0,0,0,0,0,0,0,1467
/m/03q5c7,0,0,0,0,0,0,0,2,0,0,1,25
/m/03txqz,0,0,0,0,0,0,0,0,0,0,0,41
/m/02h19r,2,0,0,0,2,0,0,0,0,0,0,105
/m/01lsmm,2,2,0,0,0,0,0,0,0,0,0,420
/m/0755b,0,0,0,0,0,0,0,0,0,0,0,0
/m/01bms0,0,0,0,0,0,0,0,0,0,0,0,8
/m/0gd36,0,0,0,0,0,0,0,0,0,0,0,0
/m/0120dh,0,0,0,0,0,0,0,0,0,0,0,0
/m/0nybt,0,0,0,0,0,0,1,0,0,0,0,0
/m/0gd3n,0,0,0,0,0,0,0,0,0,0,0,13
/m/0dkzw,0,0,0,0,0,0,0,0,0,0,0,6
/m/0by6g,0,0,0,0,1,0,0,0,0,0,0,55
/m/07bgp,0,0,0,0,0,0,0,7,21,0,0,1245
/m/0gjbg72,0,0,0,0,0,0,0,2,3,0,2,512
/m/0fbdv,0,0,0,0,0,0,0,0,0,0,0,0
/m/01n4qj,138,30,62,58,171,16,37,118,67,13,4,5327
/m/01bfm9,6,4,0,3,14,0,1,20,12,0,0,1145
/m/06nrc,0,0,0,0,0,0,0,0,0,0,0,2
/m/0ll1f78,0,0,0,0,0,0,0,0,0,0,0,17
/m/0130jx,0,0,0,0,0,0,0,1,0,0,0,1307
/m/06_fw,1,0,0,0,0,0,0,2,0,0,0,1131
/m/071p9,0,0,2,0,0,0,2,0,2,0,0,899
/m/02wv6h6,1,0,0,0,1,1,1,0,0,0,0,221
/m/016m2d,0,0,0,0,0,0,0,0,0,0,0,22
/m/0km7z,0,0,0,0,0,0,0,0,0,0,0,2
/m/01bqvp,0,0,0,0,29,0,0,0,0,0,0,3320
/m/079cl,0,0,0,0,0,0,0,0,0,0,0,46
/m/06q40,0,0,0,0,0,0,0,2,3,0,0,167
/m/0f9_l,0,0,0,0,0,0,0,0,0,0,0,3
/m/078jl,0,0,0,0,0,0,0,1,0,0,0,18
/m/06_dn,0,0,1,0,0,0,3,0,0,1,0,1444
/m/06__v,2,0,0,0,0,0,0,0,0,0,0,263
/m/0152hh,0,0,0,0,0,0,0,0,0,0,0,26
/m/01x3jk,0,0,0,0,0,0,0,0,0,0,0,3
/m/04vv5k,0,0,0,0,0,0,0,0,0,0,0,0
/m/0c3mkw,0,0,0,0,0,0,0,0,0,0,0,16
/m/01nq26,3,2,0,6,1,0,1,12,4,1,0,397
/m/03m3pdh,0,0,0,0,0,0,0,0,0,0,0,2
/m/09dv7,0,0,0,0,0,0,0,0,0,0,0,12
/m/02jfl0,0,0,0,0,0,0,0,0,0,0,0,3
/m/0h23m,0,0,0,0,0,0,0,0,0,0,0,0
/m/02d1br,0,0,0,0,0,0,0,0,0,0,0,15
/m/09kmb,0,0,0,0,0,0,0,0,0,0,0,7
/m/0cmx8,0,0,0,0,0,0,2,0,0,0,0,334
/m/036knn,0,0,0,2,1,2,1,0,0,0,0,104
/m/09gys,0,0,0,0,0,0,0,0,0,0,0,0
/m/071qp,0,0,0,0,0,0,0,0,0,0,0,16
/m/025fsf,0,0,0,0,0,0,0,0,0,0,0,5
